idx,base_osmid,layer,lat,lon,node_type
4777,1932,2,8.2465641,124.2705059,intersection
4778,1933,0,8.246775700000002,124.2696914,intersection
4779,1933,2,8.246775700000002,124.2696914,intersection
4780,1934,0,8.2467645,124.2705936,intersection
4781,1934,2,8.2467645,124.2705936,intersection
4782,1937,0,8.2469995,124.2697245,intersection
4783,1937,2,8.2469995,124.2697245,intersection
4784,1936,0,8.2468269,124.27208930000002,intersection
4785,1936,2,8.2468269,124.27208930000002,intersection
4786,1939,0,8.247345799999998,124.2697868,intersection
4787,1939,2,8.247345799999998,124.2697868,intersection
4788,1952,0,8.247941100000002,124.27310850000002,intersection
4789,1952,2,8.247941100000002,124.27310850000002,intersection
4790,1943,0,8.2472682,124.2701291,intersection
4791,1943,2,8.2472682,124.2701291,intersection
4792,1944,0,8.2474102,124.26951700000001,intersection
4793,1944,2,8.2474102,124.26951700000001,intersection
4794,1945,0,8.248194599999998,124.2700937,intersection
4795,1945,2,8.248194599999998,124.2700937,intersection
4796,1955,0,8.248627550001816,124.27163605000204,intersection
4797,1955,2,8.248627550001816,124.27163605000204,intersection
4798,1947,0,8.248273599999997,124.2698523,intersection
4799,1947,2,8.248273599999997,124.2698523,intersection
4800,1953,0,8.2491536,124.2704415,intersection
4801,1953,2,8.2491536,124.2704415,intersection
4802,1948,0,8.248378500000001,124.269572,intersection
